IDENTIFICACION,DESCRIPCION,,,Niv1,Niv2,Niv3,Niv4,Num,Con,Des1,Des2,Des3,Des4,Des5,Des6,Des7,Des8,Des9,Des10,Des11,Des12,Des13,,,Des14,Descripción,,,AFORO INICIAL,,MODIFICACIONES AFORO,AFORO VIGENTE,RECAUDO EN EFECTIVO MES,,,,RECAUDO EN EFECTIVO ACUMULADO,DEVOLUCIONES PAGADAS ACUMULADAS,RECAUDO EN EFECTIVO ACUMULADO NETO,SALDO DE AFORO POR RECAUDAR
,,,,3,1,2,1,2,,,,,,,,,,,,,,,,,,VENTA DE SERVICIOS,,,"0,00",,"0,00","0,00","762.535.287,17",,,,"9.835.906.707,02","0,00","9.835.906.707,02","-9.835.906.707,02"
,,,,3,1,2,1,2,8,,,,,,,,,,,,,,,,,OTROS SERVICIOS,,,"0,00",,"0,00","0,00","762.535.287,17",,,,"9.835.906.707,02","0,00","9.835.906.707,02","-9.835.906.707,02"
,,,,3,1,2,1,2,8,4,,,,,,,,,,,,,,,,SERVICIOS INFORMATIVOS,,,"0,00",,"0,00","0,00","720.875.958,90",,,,"9.491.976.686,75","0,00","9.491.976.686,75","-9.491.976.686,75"
,,,,3,1,2,1,2,8,8,,,,,,,,,,,,,,,,SERVICIOS DE INVESTIGACION CIENTIFICA Y TECNOLOGICA,,,"0,00",,"0,00","0,00","41.659.328,27",,,,"343.930.020,27","0,00","343.930.020,27","-343.930.020,27"
,,,,3,1,2,3,,,,,,,,,,,,,,,,,,,OPERACIONES COMERCIALES,,,"7.159.000.000,00",,"0,00","7.159.000.000,00","0,00",,,,"0,00","0,00","0,00","7.159.000.000,00"
,,,,3,1,2,6,,,,,,,,,,,,,,,,,,,APORTES DE OTRAS ENTIDADES,,,"0,00",,"2.400.896.723,00","2.400.896.723,00","384.292.200,00",,,,"3.165.995.669,00","0,00","3.165.995.669,00","-765.098.946,00"
,,,,3,1,2,6,1,,,,,,,,,,,,,,,,,,APORTES DE OTRAS ENTIDADES,,,"0,00",,"0,00","0,00","384.292.200,00",,,,"3.165.995.669,00","0,00","3.165.995.669,00","-3.165.995.669,00"
,,,,3,1,2,6,1,1,,,,,,,,,,,,,,,,,APOYO A PROGRAMAS DE INVERSION,,,"0,00",,"0,00","0,00","384.292.200,00",,,,"3.165.995.669,00","0,00","3.165.995.669,00","-3.165.995.669,00"
,,,,3,1,2,7,,,,,,,,,,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES",,,"0,00",,"0,00","0,00","42.980.262,00",,,,"712.684.877,00","0,00","712.684.877,00","-712.684.877,00"
,,,,3,1,2,7,1,,,,,,,,,,,,,,,,,,TASAS,,,"0,00",,"0,00","0,00","42.980.262,00",,,,"709.056.917,00","0,00","709.056.917,00","-709.056.917,00"
,,,,3,1,2,7,1,5,,,,,,,,,,,,,,,,,LICENCIAS,,,"0,00",,"0,00","0,00","42.980.262,00",,,,"709.056.917,00","0,00","709.056.917,00","-709.056.917,00"
,,,,3,1,2,7,2,,,,,,,,,,,,,,,,,,MULTAS,,,"0,00",,"0,00","0,00","0,00",,,,"3.627.960,00","0,00","3.627.960,00","-3.627.960,00"
,,,,3,1,2,7,2,1,,,,,,,,,,,,,,,,,MULTAS,,,"0,00",,"0,00","0,00","0,00",,,,"3.627.960,00","0,00","3.627.960,00","-3.627.960,00"
,,,,3,1,2,8,,,,,,,,,,,,,,,,,,,OTROS INGRESOS,,,"0,00",,"0,00","0,00","28.280.100,00",,,,"386.462.281,83","0,00","386.462.281,83","-386.462.281,83"
,,,,3,1,2,8,2,,,,,,,,,,,,,,,,,,EXTRAORDINARIOS,,,"0,00",,"0,00","0,00","28.280.100,00",,,,"386.462.281,83","0,00","386.462.281,83","-386.462.281,83"
,,,,3,1,2,8,2,1,,,,,,,,,,,,,,,,,RECUPERACIONES,,,"0,00",,"0,00","0,00","27.711.550,00",,,,"338.096.795,83","0,00","338.096.795,83","-338.096.795,83"
,,,,3,1,2,8,2,2,,,,,,,,,,,,,,,,,APROVECHAMIENTOS,,,"0,00",,"0,00","0,00","568.550,00",,,,"48.365.486,00","0,00","48.365.486,00","-48.365.486,00"
,,,,3,2,,,,,,,,,,,,,,,,,,,,,B-RECURSOS DE CAPITAL,,,"0,00",,"0,00","0,00","1.594.785,00",,,,"38.011.257,31","0,00","38.011.257,31","-38.011.257,31"
,,,,3,2,3,0,,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","0,00",,,,"0,31","0,00","0,31","-0,31"
,,,,3,2,3,0,3,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS CUENTAS BANCARIAS,,,"0,00",,"0,00","0,00","0,00",,,,"0,31","0,00","0,31","-0,31"
,,,,3,2,5,5,,,,,,,,,,,,,,,,,,,OTROS RECURSOS DEL BALANCE,,,"0,00",,"0,00","0,00","1.594.785,00",,,,"38.011.257,00","0,00","38.011.257,00","-38.011.257,00"
,,,,3,2,5,5,1,,,,,,,,,,,,,,,,,,REINTEGROS VIGENCIA ANTERIOR,,,"0,00",,"0,00","0,00","1.594.785,00",,,,"38.011.257,00","0,00","38.011.257,00","-38.011.257,00"
,,,,3,2,5,5,1,1,,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES-FUNCIONAMIENTO,,,"0,00",,"0,00","0,00","0,00",,,,"17.204.760,00","0,00","17.204.760,00","-17.204.760,00"
,,,,3,2,5,5,1,4,,,,,,,,,,,,,,,,,REINTEGRO INCAPACIDADES VIGENCIAS ANTERIORES,,,"0,00",,"0,00","0,00","1.594.785,00",,,,"20.806.497,00","0,00","20.806.497,00","-20.806.497,00"
21-09-00,UNIDAD DE PLANEACION MINERO ENERGETICA - UPME,,,3,,,,,,,,,,,,,,,,,,,,,,I-INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS,,,"34.541.483.000,00",,"0,00","34.541.483.000,00","4.540.186.231,47",,,,"35.684.877.051,84","0,00","35.684.877.051,84","-1.143.394.051,84"
,,,,3,1,,,,,,,,,,,,,,,,,,,,, A-INGRESOS CORRIENTES,,,"31.317.483.000,00",,"0,00","31.317.483.000,00","1.304.895.712,50",,,,"32.275.595.191,00","0,00","32.275.595.191,00","-958.112.191,00"
,,,,3,1,2,,,,,,,,,,,,,,,,,,,,NO TRIBUTARIOS,,,"31.317.483.000,00",,"0,00","31.317.483.000,00","1.304.895.712,50",,,,"32.275.595.191,00","0,00","32.275.595.191,00","-958.112.191,00"
,,,,3,1,2,6,,,,,,,,,,,,,,,,,,,APORTES DE OTRAS ENTIDADES,,,"31.317.483.000,00",,"0,00","31.317.483.000,00","1.304.895.712,50",,,,"31.317.483.000,00","0,00","31.317.483.000,00","0,00"
,,,,3,1,2,6,1,,,,,,,,,,,,,,,,,,APORTES DE OTRAS ENTIDADES,,,"0,00",,"0,00","0,00","1.304.895.712,50",,,,"31.317.483.000,00","0,00","31.317.483.000,00","-31.317.483.000,00"
,,,,3,1,2,6,1,2,,,,,,,,,,,,,,,,,APORTE CAPACIDAD OPERATIVA,,,"0,00",,"0,00","0,00","1.304.895.712,50",,,,"31.317.483.000,00","0,00","31.317.483.000,00","-31.317.483.000,00"
,,,,3,1,2,8,,,,,,,,,,,,,,,,,,,OTROS INGRESOS,,,"0,00",,"0,00","0,00","0,00",,,,"958.112.191,00","0,00","958.112.191,00","-958.112.191,00"
,,,,3,1,2,8,2,,,,,,,,,,,,,,,,,,EXTRAORDINARIOS,,,"0,00",,"0,00","0,00","0,00",,,,"958.112.191,00","0,00","958.112.191,00","-958.112.191,00"
,,,,3,1,2,8,2,1,,,,,,,,,,,,,,,,,RECUPERACIONES,,,"0,00",,"0,00","0,00","0,00",,,,"34.273.006,00","0,00","34.273.006,00","-34.273.006,00"
,,,,3,1,2,8,2,2,,,,,,,,,,,,,,,,,APROVECHAMIENTOS,,,"0,00",,"0,00","0,00","0,00",,,,"923.839.185,00","0,00","923.839.185,00","-923.839.185,00"
,,,,3,2,,,,,,,,,,,,,,,,,,,,,B-RECURSOS DE CAPITAL,,,"3.224.000.000,00",,"0,00","3.224.000.000,00","3.235.290.518,97",,,,"3.409.281.860,84","0,00","3.409.281.860,84","-185.281.860,84"
,,,,3,2,3,0,,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","11.290.518,97",,,,"48.016.769,84","0,00","48.016.769,84","-48.016.769,84"
,,,,3,2,3,0,3,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS CUENTAS BANCARIAS,,,"0,00",,"0,00","0,00","11.290.518,97",,,,"48.016.769,84","0,00","48.016.769,84","-48.016.769,84"
,,,,3,2,5,2,,,,,,,,,,,,,,,,,,,EXCEDENTES FINANCIEROS,,,"3.224.000.000,00",,"0,00","3.224.000.000,00","3.224.000.000,00",,,,"3.224.000.000,00","0,00","3.224.000.000,00","0,00"
,,,,3,2,5,2,1,,,,,,,,,,,,,,,,,,EXCEDENTES FINANCIEROS,,,"0,00",,"0,00","0,00","3.224.000.000,00",,,,"3.224.000.000,00","0,00","3.224.000.000,00","-3.224.000.000,00"
,,,,3,2,5,5,,,,,,,,,,,,,,,,,,,OTROS RECURSOS DEL BALANCE,,,"0,00",,"0,00","0,00","0,00",,,,"137.265.091,00","0,00","137.265.091,00","-137.265.091,00"
,,,,3,2,5,5,1,,,,,,,,,,,,,,,,,,REINTEGROS VIGENCIA ANTERIOR,,,"0,00",,"0,00","0,00","0,00",,,,"137.265.091,00","0,00","137.265.091,00","-137.265.091,00"
,,,,3,2,5,5,1,1,,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES-FUNCIONAMIENTO,,,"0,00",,"0,00","0,00","0,00",,,,"3.454.536,00","0,00","3.454.536,00","-3.454.536,00"
,,,,3,2,5,5,1,3,,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES-INVERSION,,,"0,00",,"0,00","0,00","0,00",,,,"133.810.555,00","0,00","133.810.555,00","-133.810.555,00"
21-10-00,INSTITUTO DE PLANIFICACION Y PROMOCION DE SOLUCIONES  ENERGETICAS PARA LAS ZONAS NO INTERCONECTADAS -IPSE-,,,2,,,,,,,,,,,,,,,,,,,,,,RECURSOS DE CAPITAL DE LA NACION,,,"0,00",,"0,00","0,00","137.635.613,63",,,,"1.557.013.130,45","0,00","1.557.013.130,45","-1.557.013.130,45"
,,,,2,4,,,,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","95.582.299,63",,,,"1.222.783.078,52","0,00","1.222.783.078,52","-1.222.783.078,52"
,,,,2,4,0,,,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","95.582.299,63",,,,"1.222.783.078,52","0,00","1.222.783.078,52","-1.222.783.078,52"
,,,,2,4,0,0,,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","95.582.299,63",,,,"1.222.783.078,52","0,00","1.222.783.078,52","-1.222.783.078,52"
,,,,2,4,0,0,1,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","95.582.299,63",,,,"1.222.783.078,52","0,00","1.222.783.078,52","-1.222.783.078,52"
,,,,2,4,0,0,1,1,,,,,,,,,,,,,,,,,RENDIMIENTOS SOBRE DEPÓSITOS EN ADMINISTRACION,,,"0,00",,"0,00","0,00","95.582.299,63",,,,"1.222.783.078,52","0,00","1.222.783.078,52","-1.222.783.078,52"
,,,,2,8,,,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","42.053.314,00",,,,"334.230.051,93","0,00","334.230.051,93","-334.230.051,93"
,,,,2,8,0,,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","42.053.314,00",,,,"334.230.051,93","0,00","334.230.051,93","-334.230.051,93"
,,,,2,8,0,0,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","42.053.314,00",,,,"334.230.051,93","0,00","334.230.051,93","-334.230.051,93"
,,,,2,8,0,0,1,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","42.053.314,00",,,,"334.230.051,93","0,00","334.230.051,93","-334.230.051,93"
,,,,2,8,0,0,1,5,,,,,,,,,,,,,,,,,INTERES DE MORA,,,"0,00",,"0,00","0,00","0,00",,,,"13.737,93","0,00","13.737,93","-13.737,93"
,,,,2,8,0,0,1,9,,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES,,,"0,00",,"0,00","0,00","42.053.314,00",,,,"334.216.314,00","0,00","334.216.314,00","-334.216.314,00"
,,,,2,8,0,0,1,9,1,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES-FUNCIONAMIENTO,,,"0,00",,"0,00","0,00","0,00",,,,"5.929.606,00","0,00","5.929.606,00","-5.929.606,00"
,,,,2,8,0,0,1,9,3,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES-INVERSION,,,"0,00",,"0,00","0,00","42.053.314,00",,,,"328.005.615,00","0,00","328.005.615,00","-328.005.615,00"
,,,,2,8,0,0,1,9,4,,,,,,,,,,,,,,,,REINTEGRO INCAPACIDADES VIGENCIAS ANTERIORES,,,"0,00",,"0,00","0,00","0,00",,,,"281.093,00","0,00","281.093,00","-281.093,00"
,,,,3,,,,,,,,,,,,,,,,,,,,,,I-INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS,,,"16.621.576.000,00",,"-8.706.440.000,00","7.915.136.000,00","364.805.859,56",,,,"25.413.410.424,55","0,00","25.413.410.424,55","-17.498.274.424,55"
,,,,3,1,,,,,,,,,,,,,,,,,,,,, A-INGRESOS CORRIENTES,,,"9.921.576.000,00",,"-5.644.724.000,00","4.276.852.000,00","176.120.279,42",,,,"3.981.119.869,33","0,00","3.981.119.869,33","295.732.130,67"
,,,,3,1,2,,,,,,,,,,,,,,,,,,,,NO TRIBUTARIOS,,,"9.921.576.000,00",,"-5.644.724.000,00","4.276.852.000,00","176.120.279,42",,,,"3.981.119.869,33","0,00","3.981.119.869,33","295.732.130,67"
,,,,3,1,2,1,,,,,,,,,,,,,,,,,,,VENTA DE BIENES Y SERVICIOS,,,"9.921.576.000,00",,"-5.644.724.000,00","4.276.852.000,00","0,00",,,,"0,00","0,00","0,00","4.276.852.000,00"
,,,,3,1,2,8,,,,,,,,,,,,,,,,,,,OTROS INGRESOS,,,"0,00",,"0,00","0,00","176.120.279,42",,,,"3.981.119.869,33","0,00","3.981.119.869,33","-3.981.119.869,33"
,,,,3,1,2,8,1,,,,,,,,,,,,,,,,,,ORDINARIOS,,,"0,00",,"0,00","0,00","176.120.279,42",,,,"3.981.119.869,33","0,00","3.981.119.869,33","-3.981.119.869,33"
,,,,3,1,2,8,1,2,,,,,,,,,,,,,,,,,CONTRATOS PARA LA GESTION DE SERVICIOS PUBLICOS,,,"0,00",,"0,00","0,00","176.120.279,42",,,,"3.981.119.869,33","0,00","3.981.119.869,33","-3.981.119.869,33"
,,,,3,2,,,,,,,,,,,,,,,,,,,,,B-RECURSOS DE CAPITAL,,,"6.700.000.000,00",,"-3.061.716.000,00","3.638.284.000,00","188.685.580,14",,,,"21.432.290.555,22","0,00","21.432.290.555,22","-17.794.006.555,22"
,,,,3,2,3,0,,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","188.685.580,14",,,,"508.695.240,74","0,00","508.695.240,74","-508.695.240,74"
,,,,3,2,3,0,3,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS CUENTAS BANCARIAS,,,"0,00",,"0,00","0,00","128.726,00",,,,"5.504.566,00","0,00","5.504.566,00","-5.504.566,00"
,,,,3,2,3,0,4,,,,,,,,,,,,,,,,,,RENDIMIENTOS SOBRE DEPOSITOS EN ADMINISTRACION,,,"0,00",,"0,00","0,00","188.556.854,14",,,,"503.190.674,74","0,00","503.190.674,74","-503.190.674,74"
,,,,3,2,5,2,,,,,,,,,,,,,,,,,,,EXCEDENTES FINANCIEROS,,,"6.700.000.000,00",,"-3.061.716.000,00","3.638.284.000,00","0,00",,,,"20.916.081.234,20","0,00","20.916.081.234,20","-17.277.797.234,20"
,,,,3,2,5,2,1,,,,,,,,,,,,,,,,,,EXCEDENTES FINANCIEROS,,,"0,00",,"0,00","0,00","0,00",,,,"6.795.600.000,00","0,00","6.795.600.000,00","-6.795.600.000,00"
,,,,3,2,5,2,2,,,,,,,,,,,,,,,,,,DIVIDENDOS Y UTILIDADES,,,"0,00",,"0,00","0,00","0,00",,,,"14.120.481.234,20","0,00","14.120.481.234,20","-14.120.481.234,20"
,,,,3,2,5,2,2,1,,,,,,,,,,,,,,,,,SOBRE INVERSIONES EN ENTIDADES/EMPRESAS NO CONTROLADAS,,,"0,00",,"0,00","0,00","0,00",,,,"14.120.481.234,20","0,00","14.120.481.234,20","-14.120.481.234,20"
,,,,3,2,5,2,2,1,3,,,,,,,,,,,,,,,,SOCIEDADES DE ECONOMIA MIXTA,,,"0,00",,"0,00","0,00","0,00",,,,"14.120.481.234,20","0,00","14.120.481.234,20","-14.120.481.234,20"
,,,,3,2,5,4,,,,,,,,,,,,,,,,,,,RECUPERACION DE CARTERA,,,"0,00",,"0,00","0,00","0,00",,,,"7.438.026,28","0,00","7.438.026,28","-7.438.026,28"
,,,,3,2,5,4,2,,,,,,,,,,,,,,,,,,OTRAS RECUPERACIONES,,,"0,00",,"0,00","0,00","0,00",,,,"7.438.026,28","0,00","7.438.026,28","-7.438.026,28"
,,,,3,2,5,5,,,,,,,,,,,,,,,,,,,OTROS RECURSOS DEL BALANCE,,,"0,00",,"0,00","0,00","0,00",,,,"76.054,00","0,00","76.054,00","-76.054,00"
,,,,3,2,5,5,1,,,,,,,,,,,,,,,,,,REINTEGROS VIGENCIA ANTERIOR,,,"0,00",,"0,00","0,00","0,00",,,,"76.054,00","0,00","76.054,00","-76.054,00"
,,,,3,2,5,5,1,1,,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES-FUNCIONAMIENTO,,,"0,00",,"0,00","0,00","0,00",,,,"76.054,00","0,00","76.054,00","-76.054,00"
21-11-00,AGENCIA NACIONAL DE HIDROCARBUROS - ANH,,,3,,,,,,,,,,,,,,,,,,,,,,I-INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS,,,"639.782.897.000,00",,"-56.515.700.692,00","583.267.196.308,00","158.288.046.856,89",,,,"1.491.319.156.215,66","0,00","1.491.319.156.215,66","-908.051.959.907,66"
,,,,3,1,,,,,,,,,,,,,,,,,,,,, A-INGRESOS CORRIENTES,,,"187.060.400.000,00",,"-11.371.741.585,00","175.688.658.415,00","158.180.693.725,95",,,,"1.037.066.369.073,46","0,00","1.037.066.369.073,46","-861.377.710.658,46"
,,,,3,1,2,,,,,,,,,,,,,,,,,,,,NO TRIBUTARIOS,,,"187.060.400.000,00",,"-11.371.741.585,00","175.688.658.415,00","158.180.693.725,95",,,,"1.037.066.369.073,46","0,00","1.037.066.369.073,46","-861.377.710.658,46"
,,,,3,1,2,1,,,,,,,,,,,,,,,,,,,VENTA DE BIENES Y SERVICIOS,,,"0,00",,"0,00","0,00","0,00",,,,"0,00","0,00","0,00","0,00"
,,,,3,1,2,1,2,,,,,,,,,,,,,,,,,,VENTA DE SERVICIOS,,,"0,00",,"0,00","0,00","0,00",,,,"0,00","0,00","0,00","0,00"
,,,,3,1,2,1,2,8,,,,,,,,,,,,,,,,,OTROS SERVICIOS,,,"0,00",,"0,00","0,00","0,00",,,,"0,00","0,00","0,00","0,00"
,,,,3,1,2,1,2,8,4,,,,,,,,,,,,,,,,SERVICIOS INFORMATIVOS,,,"0,00",,"0,00","0,00","0,00",,,,"0,00","0,00","0,00","0,00"
,,,,3,1,2,7,,,,,,,,,,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES",,,"187.060.400.000,00",,"-11.371.741.585,00","175.688.658.415,00","157.076.765.325,73",,,,"1.008.012.806.076,72","0,00","1.008.012.806.076,72","-832.324.147.661,72"
,,,,3,1,2,7,1,,,,,,,,,,,,,,,,,,TASAS,,,"0,00",,"0,00","0,00","157.076.765.325,73",,,,"1.008.012.806.076,72","0,00","1.008.012.806.076,72","-1.008.012.806.076,72"
,,,,3,1,2,7,1,18,,,,,,,,,,,,,,,,,DERECHOS ECONOMICOS,,,"187.060.400.000,00",,"-11.371.741.585,00","175.688.658.415,00","157.076.765.325,73",,,,"1.008.012.806.076,72","0,00","1.008.012.806.076,72","-832.324.147.661,72"
,,,,3,1,2,7,2,,,,,,,,,,,,,,,,,,MULTAS,,,"0,00",,"0,00","0,00","0,00",,,,"0,00","0,00","0,00","0,00"
,,,,3,1,2,7,2,1,,,,,,,,,,,,,,,,,MULTAS,,,"0,00",,"0,00","0,00","0,00",,,,"0,00","0,00","0,00","0,00"
,,,,3,1,2,8,,,,,,,,,,,,,,,,,,,OTROS INGRESOS,,,"0,00",,"0,00","0,00","1.103.928.400,22",,,,"29.053.562.996,74","0,00","29.053.562.996,74","-29.053.562.996,74"
,,,,3,1,2,8,2,,,,,,,,,,,,,,,,,,EXTRAORDINARIOS,,,"0,00",,"0,00","0,00","1.103.928.400,22",,,,"29.053.562.996,74","0,00","29.053.562.996,74","-29.053.562.996,74"
,,,,3,1,2,8,2,1,,,,,,,,,,,,,,,,,RECUPERACIONES,,,"0,00",,"0,00","0,00","0,00",,,,"248.016.114,23","0,00","248.016.114,23","-248.016.114,23"
,,,,3,1,2,8,2,2,,,,,,,,,,,,,,,,,APROVECHAMIENTOS,,,"0,00",,"0,00","0,00","4.731,22",,,,"37.529,54","0,00","37.529,54","-37.529,54"
,,,,3,1,2,8,2,3,,,,,,,,,,,,,,,,,INDEMNIZACIONES,,,"0,00",,"0,00","0,00","1.103.923.669,00",,,,"28.805.509.352,97","0,00","28.805.509.352,97","-28.805.509.352,97"
,,,,3,2,,,,,,,,,,,,,,,,,,,,,B-RECURSOS DE CAPITAL,,,"452.722.497.000,00",,"-45.143.959.107,00","407.578.537.893,00","107.353.130,94",,,,"454.252.787.142,20","0,00","454.252.787.142,20","-46.674.249.249,20"
,,,,3,2,3,0,,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"2.543.497.000,00",,"0,00","2.543.497.000,00","65.657.632,88",,,,"334.571.430,49","0,00","334.571.430,49","2.208.925.569,51"
,,,,3,2,3,0,3,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS CUENTAS BANCARIAS,,,"0,00",,"0,00","0,00","31.481.922,62",,,,"285.939.909,51","0,00","285.939.909,51","-285.939.909,51"
,,,,3,2,3,0,4,,,,,,,,,,,,,,,,,,RENDIMIENTOS SOBRE DEPOSITOS EN ADMINISTRACION,,,"0,00",,"0,00","0,00","34.175.710,26",,,,"48.631.520,98","0,00","48.631.520,98","-48.631.520,98"
,,,,3,2,3,0,8,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS CUN,,,"2.543.497.000,00",,"0,00","2.543.497.000,00","0,00",,,,"0,00","0,00","0,00","2.543.497.000,00"
,,,,3,2,5,2,,,,,,,,,,,,,,,,,,,EXCEDENTES FINANCIEROS,,,"450.179.000.000,00",,"-45.143.959.107,00","405.035.040.893,00","0,00",,,,"452.722.497.000,00","0,00","452.722.497.000,00","-47.687.456.107,00"
,,,,3,2,5,2,1,,,,,,,,,,,,,,,,,,EXCEDENTES FINANCIEROS,,,"450.179.000.000,00",,"-45.143.959.107,00","405.035.040.893,00","0,00",,,,"452.722.497.000,00","0,00","452.722.497.000,00","-47.687.456.107,00"
,,,,3,2,5,5,,,,,,,,,,,,,,,,,,,OTROS RECURSOS DEL BALANCE,,,"0,00",,"0,00","0,00","41.695.498,06",,,,"1.195.718.711,71","0,00","1.195.718.711,71","-1.195.718.711,71"
,,,,3,2,5,5,2,,,,,,,,,,,,,,,,,,INTERESES DE MORA,,,"0,00",,"0,00","0,00","41.695.498,06",,,,"1.195.718.711,71","0,00","1.195.718.711,71","-1.195.718.711,71"
21-12-00,AGENCIA NACIONAL DE MINERÍA - ANM,,,2,,,,,,,,,,,,,,,,,,,,,,RECURSOS DE CAPITAL DE LA NACION,,,"0,00",,"0,00","0,00","918.400,00",,,,"732.222.241,00","0,00","732.222.241,00","-732.222.241,00"
,,,,2,8,,,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","918.400,00",,,,"732.222.241,00","0,00","732.222.241,00","-732.222.241,00"
,,,,2,8,0,,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","918.400,00",,,,"732.222.241,00","0,00","732.222.241,00","-732.222.241,00"
,,,,2,8,0,0,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","918.400,00",,,,"732.222.241,00","0,00","732.222.241,00","-732.222.241,00"
,,,,2,8,0,0,1,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","918.400,00",,,,"732.222.241,00","0,00","732.222.241,00","-732.222.241,00"
,,,,2,8,0,0,1,2,,,,,,,,,,,,,,,,,APROVECHAMIENTOS,,,"0,00",,"0,00","0,00","0,00",,,,"343,00","0,00","343,00","-343,00"
,,,,2,8,0,0,1,9,,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES,,,"0,00",,"0,00","0,00","918.400,00",,,,"732.221.898,00","0,00","732.221.898,00","-732.221.898,00"
,,,,2,8,0,0,1,9,1,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES-FUNCIONAMIENTO,,,"0,00",,"0,00","0,00","918.400,00",,,,"1.767.860,00","0,00","1.767.860,00","-1.767.860,00"
,,,,2,8,0,0,1,9,5,,,,,,,,,,,,,,,,REINTEGRO SENTENCIAS Y CONCILIACIONES VIGENCIAS ANTERIORES,,,"0,00",,"0,00","0,00","0,00",,,,"730.454.038,00","0,00","730.454.038,00","-730.454.038,00"
,,,,3,,,,,,,,,,,,,,,,,,,,,,I-INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS,,,"75.845.609.000,00",,"0,00","75.845.609.000,00","6.215.951.538,92",,,,"89.734.160.378,41","212.492.859,59","89.521.667.518,82","-13.676.058.518,82"
,,,,3,1,,,,,,,,,,,,,,,,,,,,, A-INGRESOS CORRIENTES,,,"37.374.609.000,00",,"0,00","37.374.609.000,00","6.154.538.267,92",,,,"46.807.592.512,84","212.492.859,59","46.595.099.653,25","-9.220.490.653,25"
,,,,3,1,2,,,,,,,,,,,,,,,,,,,,NO TRIBUTARIOS,,,"37.374.609.000,00",,"0,00","37.374.609.000,00","6.154.538.267,92",,,,"46.807.592.512,84","212.492.859,59","46.595.099.653,25","-9.220.490.653,25"
,,,,3,1,2,1,,,,,,,,,,,,,,,,,,,VENTA DE BIENES Y SERVICIOS,,,"2.114.100.000,00",,"0,00","2.114.100.000,00","81.615.327,45",,,,"1.278.896.136,17","0,00","1.278.896.136,17","835.203.863,83"
,,,,3,1,2,1,2,,,,,,,,,,,,,,,,,,VENTA DE SERVICIOS,,,"0,00",,"0,00","0,00","81.615.327,45",,,,"1.278.896.136,17","0,00","1.278.896.136,17","-1.278.896.136,17"
